track_name,track_artist,lyrics,track_album_release_date
Kid A,Punch Brothers,NA,2012
Faith - Radio Edit,Blasterjaxx,As we get up The sun goes down And the moon is the space in the cloud A golden gate The door to lalalalalalaland And as we fall into the sky We'll be never afraid of the height A night of Faith The door to lalalalalalaland Hands up for a filthy drop As we get up The sun goes down And the moon is the space in the cloud A golden gate The door to lalalalalalaland And as we fall into the sky We'll be never afraid of the height A night of Faith The door to lalalalalalaland Hands up for a filthy drop,2013
Chartreuse,Capital Cities,"We painted our faces We were a resting place for the light I must admit an arresting sight We looked alright But now it's just traces As we fake in black and white We put makeup on with no light We're too uptight Color me this way Color me that way Color me inside out Color me upside down Color me this way Color me that way Color me inside out Color me upside down To show my true colors I must first be exposed to the light I trust first and secondly fight With all my might I've blown my cover In plain view I'm as plain as you But you can't deny my hues Red, blue, chartreuse Color me this way Color me that way Color me inside out Color me upside down Color me this way Color me that way Color me inside out Color me upside down NA Color me this way Color me that way Color me inside out Color me upside down",2013
Ghost,Motorama,"My hopes, my will Were never a part of you Those days were sad and cold I'll never want them back again But at this moment we are close to each other again It's like a merge of different colors In a silver mountain lake (We are at home again) It's like dancing in the room with a female ghost It's like falling from the edge To the bed with cold clean pillow Your voice is pure and soft It's throwing me back to my hopes My ears were deaf and cold Please hold me tight in your arms again But at this moment we are close to each other again It's like a merge of different colors In a silver mountain lake (We are at home again) It's like dancing in the room with a female ghost It's like falling from the edge To the bed with cold clean pillow But at this moment we are close to each other again It's like a merge of different colors In a silver mountain lake (We are at home again) It's like dancing in the room with a female ghost It's like falling from the edge To the bed with cold clean pillow",2013
Jeepney,Sponge Cola,Bumaba 'ko sa jeepney Kung saan tayo'y dating magkatabi Magkahalik ang pisngi nating dalwa Nating dalawa Panyo mo sa aking bulsa Ang kahapon mo'y naroon pa rin Tawa nati'y humahalay Sa init nating dalawa Subalit ngayo'y wala na Ikaw ay lumayo na Lumayo na Naaalala ko ang mga gabing Nakahiga sa ilalim ng kalawakan Naaalala ko ang mga gabing Magkatabi sa ulan Kulay ng iyong ngiti At tikwas ng iyong buhok Ang lambot ng iyong labi Ng iyong labi Kahit anino mo sa malayo Ay nais masulyapan agad Upang mapawi ang lamig Subalit ngayo'y wala na Ikaw ay lumayo na Lumayo na Naaalala ko ang mga gabing Nakahiga sa ilalim ng kalawakan Naaalala ko ang mga gabing Magkatabi sa ulan Subalit ngayo'y wala na Ikaw ay lumayo na Lumayo na Naaalala ko ang mga gabing Nakahiga sa ilalim ng kalawakan Naaalala ko ang mga gabing Magkatabi sa ulan Naaalala mo ang mga gabing Nakahiga sa ilalim ng kalawakan Naaalala ko ang mga gabing Magkatabi sa ulan Magkatabi sa ulan,2013
Kangaroo Court,Capital Cities,"There's a dark part of town Where the girls get down And I cannot wait for a chance to go Wait for a chance to go I've got my bad luck shoes and every excuse To dance these blues away Ain't coming home I ain't coming home Shut up, shut up, shut up Sit up, sit up, sit up It's a kangaroo court A kangaroo court Shut up, shut up, shut up Sit up, sit up, sit up It's a kangaroo court A kangaroo court In a dusty room I come to assume That I've been doomed To lose my mind tonight Too weak to fight So I try to save face and I rest my case The judge pulls me aside, says, “C'est la vie Let your darker side come out to feed” Shut up, shut up, shut up Sit up, sit up, sit up It's a kangaroo court A kangaroo court Shut up, shut up, shut up Sit up, sit up, sit up It's a kangaroo court A kangaroo court “All rise...I can't do sexy” I commit the crime of wasting time Always trying to rhyme Yes, I am guilty But don't misunderstand me I admit defeat then I move my feet My history will never be repeated I won't ever be repeated Shut up, shut up, shut up Sit up, sit up, sit up It's a kangaroo court A kangaroo court Shut up, shut up, shut up Sit up, sit up, sit up It's a kangaroo court A kangaroo court",2013
Thinking out Loud,Ed Sheeran,"When your legs don't work like they used to before And I can't sweep you off of your feet Will your mouth still remember the taste of my love? Will your eyes still smile from your cheeks? And darling, I will be loving you till we're seventy And baby, my heart could still fall as hard at twenty-three And I'm thinking 'bout how People fall in love in mysterious ways Maybe just the touch of a hand Well me, I fall in love with you every single day I just wanna tell you I am So honey, now, take me into your loving arms Kiss me under the light of a thousand stars Place your head on my beating heart, I'm thinking out loud And maybe we found love right where we are When my hair's all but gone and my memory fades And the crowds don't remember my name When my hands don't play the strings the same way I know you will still love me the same'Cause, honey, your soul could never grow old, it's evergreen And baby, your smile's forever in my mind and memory And I'm thinking 'bout how People fall in love in mysterious ways And maybe it's all part of a plan Well I'll just keep on making the same mistakes Hoping that you'll understand That, baby, now, take me into your loving arms Kiss me under the light of a thousand stars Place your head on my beating heart, I'm thinking out loud And maybe we found love right where we are So baby, now, take me into your loving arms Kiss me under the light of a thousand stars Oh darling, place your head on my beating heart, I'm thinking out loud That maybe we found love right where we are Oh baby, we found love right where we are And we found love right where we are When your legs don't work like they used to before And I can't sweep you off of your feet Will your mouth still remember the taste of my love? Will your eyes still smile from your cheeks? And darling, I will be loving you till we're seventy And baby, my heart could still fall as hard at twenty-three And I'm thinking 'bout how People fall in love in mysterious ways Maybe just the touch of a hand Well me, I fall in love with you every single day I just wanna tell you I am So honey, now, take me into your loving arms Kiss me under the light of a thousand stars Place your head on my beating heart, I'm thinking out loud And maybe we found love right where we are When my hair's all but gone and my memory fades And the crowds don't remember my name When my hands don't play the strings the same way I know you will still love me the same'Cause, honey, your soul could never grow old, it's evergreen And baby, your smile's forever in my mind and memory And I'm thinking 'bout how People fall in love in mysterious ways And maybe it's all part of a plan Well I'll just keep on making the same mistakes Hoping that you'll understand That, baby, now, take me into your loving arms Kiss me under the light of a thousand stars Place your head on my beating heart, I'm thinking out loud And maybe we found love right where we are So baby, now, take me into your loving arms Kiss me under the light of a thousand stars Oh darling, place your head on my beating heart, I'm thinking out loud That maybe we found love right where we are Oh baby, we found love right where we are And we found love right where we are",2013
Gemini,Sponge Cola,Come a little closer Flicker in flight We'll have about an inch space But I'm here I can breathe in What you breathe out Let me know if I'm doing this right Let me know if my grip's too tight Let me know if I can stay all of my life Let me know if dreams can come true Let me know if this one's true 'Cause I see it And I feel it Right here And I feel you right here The vacuous night Steps aside to give meaning To Gemini's dreaming The moon on it's back And the seemingly Veiled room's lit By the same star And I feel it right here And I feel you right here,2013
Get Up (Rattle) - Vocal Edit,Bingo Players,"Yo This house party is crazy My crew is hella wavy Yo, flip the cut, then say what's up, then slide out with your lady No ifs or buts about it My style is technotronic Got grips and models so spin the bottle, girl I'm just getting started Get up, get up, get up Pump the volume, feel the base Get up, get up, get up Turn me on and let me do my thang Get up, get up, get up We in the house and we here to stay Get up, get up, get Get up! Yeah We be raging round the clock, feel that base around the block Fill that red cup to the top, birthday shots Doesn't matter, who you are, look around, we in the stars Round the world, we party all, we go all night strong until we drop Get up, get up, get up Pump the volume, feel the base Get up, get up, get up Turn me on and let me do my thang Get up, get up, get up We in the house and we here to stay Get up, get up, get Get up Get up, get up, get up Pump up the base (party time) Put your hands, put your, put your hands up Put your hands, put your, put your hands up Put your hands, put your, put your hands up Put your hands, put your hands up (Get up) Yo we ain't going home It's 6 in the morn' This house is bumping Grind and get the friction on (get the friction on) We ain't going home Even when the lights come on This house is bumping Base still goin strong (get up!)",2013
Like Home - Radio Mix,Nicky Romero,"Love the way they all keep talking Everybody likes the sound But no one ever hears me crying, crying out You make it feel like home You make it feel like home Like home (Yeah) Like home (Yeah) Like home Like home Never been so scared of losing But never understood the calm (Understood the calm) So take me where I wanna be, back in your arms 'Cause you make it feel like home You make it feel Like home (Yeah) Like home (Yeah) Like home Only you, only you, only do this Only you, only you, only do this And it's never the same, 'cause You make it feel You make it feel Like home",2013
Photograph,Ed Sheeran,"Loving can hurt, loving can hurt sometimes But it's the only thing that I know When it gets hard, you know it can get hard sometimes It is the only thing that makes us feel alive We keep this love in a photograph We made these memories for ourselves Where our eyes are never closing Our hearts were never broken And time's forever frozen, still So you can keep me Inside the pocket of your ripped jeans Holding me close until our eyes meet You won't ever be alone, wait for me to come home Loving can heal, loving can mend your soul And it's the only thing that I know, know I swear it will get easier, remember that with every piece of ya And it's the only thing to take with us when we die We keep this love in a photograph We made these memories for ourselves Where our eyes are never closing Our hearts were never broken And time's forever frozen, still So you can keep me Inside the pocket of your ripped jeans Holding me close until our eyes meet You won't ever be alone And if you hurt me, that's okay baby Only words bleed inside these pages You just hold me And I won't ever let you go Wait for me to come home Wait for me to come home Wait for me to come home Wait for me to come home Oh you can fit me Inside the necklace you got when you were sixteen Next to your heartbeat where I should be Keep it deep within your soul And if you hurt me, that's okay baby Only words bleed inside these pages You just hold me And I won't ever let you go When I'm away, I will remember how you kissed me Under the lamppost back on Sixth street Hearing you whisper through the phone Wait for me to come home",2013
Mystica - Original Mix,Blasterjaxx,I turn in to a creature of the night It's tearing up my skin I come to life I'm screaming like a were-werewolf I'm screaming like a were-werewolf The full moon sets it free it feels so right It bathe of color as I rule the night I'm screaming like a were-werewolf I'm screaming like a were-werewolf Adrenaline is rushing through my veins The beast of me no longer can be changed I'm screaming like a were-werewolf I'm screaming like a were-werewolf The lycans myth goes down on break of day A sea of light is flashing through my brain I'm screaming like a were-werewolf I'm screaming like a were-werewolf,2013
Bring It,Trapt,"I'm gonna hit you Right where it hurts I'm gonna give you everything that you deserve If you need attention Something to say Let's hear your confession, I am just too hard to break Bring it Bring it I'm still right here undefeated Say whatever you want It really don't mean anything Bring it Bring it If there's no fear let me see it There's nothing you got That will ever get to me Your words are reckless Delusional Inside you're helpless, far from who you say you are You try to push me Over the edge I won't let you, pull me down to your level again Bring it Bring it I'm still right here undefeated Say whatever you want It really don't mean anything Bring it Bring it If there's no fear let me see it There's nothing you got That will ever get to me Are you ready for this? 'Cause I've been waiting my whole life Are you ready for this? I am gonna get mine Are you ready for this? I'm taking the hardline Are you ready for this? We're never gonna get alive And now you're here to stare me down And now you're here to stand your ground I'll knock you down, I'll drag you out No mercy How do you like it now? Bring it Bring it I'm still right here undefeated Say whatever you want It really don't mean anything Bring it Bring it If there's no fear let me see it There's nothing you got That will ever get to me Bring it Bring it (you will never get to me) Bring it Bring it (you will never get to me) Bring it Bring it (you will never get to) Bring it (you will never get to) Bring it Bring it (you will never get to me) Bring it",2013
Wind In Her Hair,Motorama,"Oh mother of seas, I saw her so long ago Wind in her hair, gold ribbons in hands I am drunken by wine, quite as a child, so close to thee Wind in her hair, gold ribbons in hands I am tired and our traveling Our traveling is over You are so tired and our traveling Our traveling is over I'm sorry for the pain Inside of forest shades We saw each other hardly So sorry for the pain Stand still in forest shades We saw each other hardly, my dear Oh mother of trees, I saw her so long ago Wind in her hair, gold ribbons in hands I am drunken by wine, quite as a child, so close to thee Wind in her hair, gold ribbons in hands I am tired and our traveling Our traveling is over You are so tired and our traveling Our traveling is over I'm sorry for the pain Stand still in forest shades We saw each other hardly I'm sorry for the pain Stand still in forest shades We saw each other hardly, my dear, hardly, hardly Hardly, my dear Hardly, my dear Hardly, my dear Hardly, my dear Hardly, my dear Hardly, my dear Hardly, my dear Hardly, my dear",2013
Safe And Sound,Capital Cities,"I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound We're safe and sound I could fill your cup You know my river won't evaporate This world we still appreciate You could be my luck Even in a hurricane of frowns I know that we'll be safe and sound (Safe and sound) We're safe and sound (Safe and sound) We're safe and sound (Hold your ground) We're safe and sound (Safe and sound) I could show you love (Love) In a tidal wave of mystery You'll still be standing next to me You could be my luck Even if we're six feet underground I know that we'll be safe and sound (Sound, sound, sound) We're safe and sound (Sound, sound, sound) (Safe and sound) (Safe and sound) (Hold your ground) (Safe and sound) I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound We're safe and sound We're safe and sound We're safe and sound We're safe and sound (Safe and sound) We're safe and sound (Safe and sound) We're safe and sound (Hold your ground) We're safe and sound (Safe and sound) We're safe and sound",2013
Paris,Magic Man,"Jetlag, been in a state of disaster Ever since I left you The last time, I saw you just fade away I get lost tracing my steps back It costs nearly everything that I'm not ready to lose today No, I'm not ready to lose Everything I know, I'm letting go of Paris, you know I held on too much I left you at the station I put you in my past Oh and now darling All that shit is behind us You never have to wonder You never have to ask You never have to Drink up, every last drop and Shake off the feeling that you're watching me now I should've just told the truth Now, sweetheart, listen to the way I cannot forget a single day I spent rolling all around the room with you It's just a fantasy, taking over like a disease Pull me out of this, I can't breathe It's burning through my chest Oh fantasy, taking over like a disease Pull me out of this, I can't breathe I just need a rest from Paris, you know I held on too much I left you at the station I put you in my past Oh and now darling All that shit is behind us You never have to wonder You never have to ask You never have to It's just a fantasy, taking over like a disease Pull me out of this, I can't breathe It's burning through my chest Fantasy, taking over like a disease Pull me out of this, I can't breathe Oh I just need a rest No I'm not ready to lose you again Oh Paris, you know I held on too much I left you at the station I put you in my past (I put you in my past) Oh and now darling All that shit is behind us You never have to wonder You never have to ask You never have to Oh Paris Oh darling You never, ever, ever have to ask You never have to",2013
Safe And Sound,Capital Cities,"I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound We're safe and sound I could fill your cup You know my river won't evaporate This world we still appreciate You could be my luck Even in a hurricane of frowns I know that we'll be safe and sound (Safe and sound) We're safe and sound (Safe and sound) We're safe and sound (Hold your ground) We're safe and sound (Safe and sound) I could show you love (Love) In a tidal wave of mystery You'll still be standing next to me You could be my luck Even if we're six feet underground I know that we'll be safe and sound (Sound, sound, sound) We're safe and sound (Sound, sound, sound) (Safe and sound) (Safe and sound) (Hold your ground) (Safe and sound) I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound We're safe and sound We're safe and sound We're safe and sound We're safe and sound (Safe and sound) We're safe and sound (Safe and sound) We're safe and sound (Hold your ground) We're safe and sound (Safe and sound) We're safe and sound I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound We're safe and sound I could fill your cup You know my river won't evaporate This world we still appreciate You could be my luck Even in a hurricane of frowns I know that we'll be safe and sound (Safe and sound) We're safe and sound (Safe and sound) We're safe and sound (Hold your ground) We're safe and sound (Safe and sound) I could show you love (Love) In a tidal wave of mystery You'll still be standing next to me You could be my luck Even if we're six feet underground I know that we'll be safe and sound (Sound, sound, sound) We're safe and sound (Sound, sound, sound) (Safe and sound) (Safe and sound) (Hold your ground) (Safe and sound) I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound We're safe and sound We're safe and sound We're safe and sound We're safe and sound (Safe and sound) We're safe and sound (Safe and sound) We're safe and sound (Hold your ground) We're safe and sound (Safe and sound) We're safe and sound I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound We're safe and sound I could fill your cup You know my river won't evaporate This world we still appreciate You could be my luck Even in a hurricane of frowns I know that we'll be safe and sound (Safe and sound) We're safe and sound (Safe and sound) We're safe and sound (Hold your ground) We're safe and sound (Safe and sound) I could show you love (Love) In a tidal wave of mystery You'll still be standing next to me You could be my luck Even if we're six feet underground I know that we'll be safe and sound (Sound, sound, sound) We're safe and sound (Sound, sound, sound) (Safe and sound) (Safe and sound) (Hold your ground) (Safe and sound) I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound We're safe and sound We're safe and sound We're safe and sound We're safe and sound (Safe and sound) We're safe and sound (Safe and sound) We're safe and sound (Hold your ground) We're safe and sound (Safe and sound) We're safe and sound",2013
Love Hate Relationship,Trapt,I keep swinging with those moods I keep crawling back to you I know now that love is blind Because you put that veil over my eyes I'm addicted to your touch You tear me down to build me up I'm a sucker for this game But it's all I want to play A little piece of heaven raising hell Sex is just a weapon that you use to possess Keep me all to yourself The more I feel the pleasure The more I feel the pain I'm in a love hate relationship too deep to escape Everyday is a gamble That's the risk that I take In a love hate relationship and you are to blame I keep taking this abuse Oh am I being used Thought you were the perfect drug Well this time I think I took too much You taste so bitter sweet You mean so much to me Be careful with a heart you take Because it's a heart that you can break A little piece of heaven raising hell Sex is just a weapon that you use to possess Keep me all to yourself The more I feel the pleasure The more I feel the pain I'm in a love hate relationship too deep to escape Everyday is a gamble That's the risk that I take In a love hate relationship and you are to blame We pull it together And tear it apart We walk a thin line It's just who we are A little piece of heaven raising hell Sex is just a weapon that I have to accept You got me all to yourself The more I feel the pleasure The more I feel the pain I'm in a love hate relationship too deep to escape Everyday is a gamble That's the risk that I take In a love hate relationship and you are to blame And the higher you take me The farther I fall In a love hate relationship and you I have lost I have to forgive you For all of your flaws In a love hate relationship and you're all I want,2013
Klsp,Sponge Cola,Sino 'tong nakatingin? Anghel bang magliligtas sa'kin? Mga mata'y kanyang minulat sa pagdadalamhati Hinahanap sa kung saan Pakpak na hindi mahagilap Ninanais ko lang naman na maging ganap (Chorus) Kailangan lang pagbigyan Kulang lang sa pansin Naghahanap ka pa ba? Ng ibang taga lupa? Aking tinig ay iyong dinggin (Chorus) Kailangan lang pagbigyan Kulang lang sa pansin Kailangan lang pagbigyan Kulang lang sa pansin Nauubos din ang luha Natutuyo at nawawala Naglalaho din pala (Chorus) Kailangan lang pagbigyan Kulang lang sa pansin Kailangan lang pagbigyan Kulang lang sa pansin Kulang lang sa... Kulang lang sa pansin.... Kulang lang sa...,2013
Alps,Motorama,Like a foam in an antique bath White snow has covered my head I am slow slow slow slow slowly dying My blue colored eyes are almostly blind And I see Huge walls of trees Huge walls of ice shelves It takes my breath away If everyone is falling on knees I will almost die for this beauty She touched me My heart was beating too fast She walked close to me My heart was beating too fast How it feels? Cold arms on me Hot blood in my chest I've done everything I can If everyone is falling on knees I will almost die for this beauty Everyone is falling on knees And I see Huge walls of trees Huge walls of ice shelves It takes my breath away If everyone is falling on knees I will almost die for this beauty Everyone is falling on knees Everyone's falling,2013
Safe And Sound - Dzeko And Torres’ Digital Dreamin Remix,Capital Cities,"I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound We're safe and sound I could fill your cup You know my river won't evaporate This world we still appreciate You could be my luck Even in a hurricane of frowns I know that we'll be safe and sound (Safe and sound) We're safe and sound (Safe and sound) We're safe and sound (Hold your ground) We're safe and sound (Safe and sound) I could show you love (Love) In a tidal wave of mystery You'll still be standing next to me You could be my luck Even if we're six feet underground I know that we'll be safe and sound (Sound, sound, sound) We're safe and sound (Sound, sound, sound) (Safe and sound) (Safe and sound) (Hold your ground) (Safe and sound) I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound We're safe and sound We're safe and sound We're safe and sound We're safe and sound (Safe and sound) We're safe and sound (Safe and sound) We're safe and sound (Hold your ground) We're safe and sound (Safe and sound) We're safe and sound",2013
Kannste ma sehn,Baba Saad,"Yo, Ja ich proll' stetig Denn das passt ganz gut zu meinem Erfolgsfetisch Man ich würd' dich gern' zerficken, doch du bist nicht volljährig Du hast im Internet auf wichtig gemacht Mit deinen drei Haaren und eins kann davon pissen, du Spast Jetzt kommt der Ghettolibanese Ja normal bin ich dagegen Wenn deine Schwuchtelfrisur einem Vokuhila ähnelt Es sind echte Männer (aus der Hansestadt) Die was zu melden haben Bonez und Baba Saad ficken dich und deine Heldentaten Ich hab' keine Zeit zu reden, um mir deinen Scheiß zu geben Würd' ich dir dein Handy klauen hätte ich ein 3310 Doch für dich ist das 'ne Wertanlage Ich gib deiner Mutter einen Tittenfick und nenn' es eine Herzmassage Scheiß auf Sprachgewandte, ich komm' mit der Straßenbande Mach nicht einen auf schickimicki du bleibst eine Hafenschlampe Töte Hater, ja sie wollen den Grabredner sehen Was für BMWs? Ich weiß wo eure Fahrräder stehen (x2) (Digger kannste ma sehn Wie wir unseren Standpunkt vertreten) Wir führen ein anderes Leben In der Hansestadt Hamburg, Hansestadt Bremen Das geht B-O-N-E-Z-M-C 187 Wir bringen Rap auf den echten Weg Es ist zu spät Fotzen wollen jetzt diskutieren Ich lass' mich nicht kastrieren Ihr kriegt kein Stück von mir Wie sie sich blamieren Ich mache Flaschen auf mit Saad Ihr seid keine Konkurrenten man ich schlachte euch im Schlaf Also bastel deine Parts, aber pass auf was du sagst Rapper lassen auch nicht nach, nein wir kacken auf dein Grab Deutscher Rap ist so ein Hurensohn Überall wird rumgelutscht Mein Label eine Geldmaschine, dein Label nur Hundezoo Besser such dir einen Unterschlupf Ansonsten in die Fresse, bis du deine Zunge schluckst Direkt aus dem Untergrund, das ist für die Masse Blaue Augen, blonde Haare, guck ich mach nicht auf Kanacke Wir stürmen dein Releasekonzert, schnappen deine Kasse Digger alles für und den Batzen in der Tasche (x2) (Digger kannste ma sehn Wie wir unseren Standpunkt vertreten) Wir führen ein anderes Leben In der Hansestadt Hamburg, Hansestadt Bremen",2014
Shake The Earth (feat. Lyon Hart) (OLWIK Remix),Elephante,"Hands reach through the shadows, I rose and followed you There in the dark, I saw your heart Dive in the strangest sounds, I feel so close to you Caught in the wrath of who you are Maybe I'm finally waking, dreaming of life and birth Tell me we're giants here, let's shake the earth Maybe a light will flame up, shout in the universe Long as we're still alive, let's shake the earth Hopes crash through the silence, I feel unageable There in the sky, I know your heart Call of the endless ocean, I swim to follow you Caught in the wave of who we are Maybe I'm finally waking, dreaming of life and birth Tell me we're giants here, let's shake the earth Maybe a light will flame up, shout in the universe Long as we're still alive, let's shake the earth Long as we're still alive, long as we're still alive Long as we're still alive, let's shake the earth Long as we're still alive Long as we're still alive Long as we're still alive",2014
All I Ever Need,Austin Mahone,"Don't the water grow the trees? Don't the moon pull the tide? Don't the stars light the sky Like you need to light my life? If you need me anytime You know I'm always right by your side And see, I've never felt this love You're the only thing that's on my mind You don't understand how much you really mean to me I need you in my life, you're my necessity, yeah But believe me, you're everything that just makes my world complete My love is clear, the only thing that I'll ever see You're all I ever need Baby, you're amazing You're my angel, come and save me Oh You're all I ever need Baby, you're amazing You're my angel, come and save me Oh Don't the water grow the trees? Don't the moon pull the tide? Don't the stars light the sky Like you need to light my life? We can do anything you like I know we both can get it right tonight You got your walls built up high I can tell by looking in your eyes You don't understand how much you really mean to me I need you in my life, you're my necessity, yeah But believe me, you're everything that just makes my world complete My love is clear, the only thing that I'll ever see You're all I ever need Baby, you're amazing You're my angel, come and save me Oh You're all I ever need Baby, you're amazing You're my angel, come and save me Oh When it comes to you, baby, I'm addicted You're like a drug, no rehab can fix it I think you're perfect, baby, even with your flaws You ask what I like about you, ooh, I love it all When it comes to you, baby, I'm addicted You're like a drug, no rehab can fix it I think you're perfect, baby, even with your flaws You ask what I like about you, ooh, I love it all You're all I ever need (all I ever need) Baby, you're amazing You're my angel, come and save me Oh You're all I ever need Baby, you're amazing (amazing) You're my angel, come and save me (save me) Oh",2014
I Got U - Radio Edit,Duke Dumont,"Ask me what I did with my life I spent it with you If I lose my fame and fortune (Really don't matter) As long as I got you, baby Clap your hands y'all it's alright Clap your hands y'all it's alright Clap your hands y'all it's alright As long as I got you, baby Clap your hands y'all it's alright Clap your hands y'all it's alright Clap your hands y'all it's alright As long as I got you Ask me what I did with my life I spent it with you If I lose my fame and fortune (Really don't matter) As long as I got you, baby Clap your hands y'all it's alright Clap your hands y'all it's alright Clap your hands y'all it's alright As long as I got you, baby Clap your hands y'all it's alright Clap your hands y'all it's alright Clap your hands y'all it's alright As long as I got you As the years they pass us by Years they, years they, years they We stay young through each other's eyes Each other's eyes And no matter how old we get It's okay, as long as I got you, baby Clap your hands y'all it's alright (As long as I got you, baby) Clap your hands y'all it's alright (As long as I got you, baby) Clap your hands y'all it's alright As long as I got you, baby Clap your hands y'all it's alright (As long as I got you, baby) As long as I got you As long as I got you As long as I got you As long as I got you As long as I got you",2014
Buy U a Drank (Shawty Snappin'),T-Pain,"Baby girl, what's your name? Let me talk to ya, let me buy a drink I'm T-Pain, you know me Konvict Muzik Nappy Boy ooh wee I know da club close at three What's the chances of you rollin' wit me? Back to the crib, show ya how I live Let's get drunk'n forget what we did I'mma buy you a drank Then I'mna take you home with me I got the money in the bank Shawty whachu think 'bout that I'll be in the grey Cadillac We in the bed like Ooh ooh ooh, (woah, ho oh) ooh ooh We in the bed like Ooh ooh ooh, (woah oh, woah oh, woah oh,) ooh ooh (woah) Talk to me, I talk back Let's talk money, I talk that Crunk juice bombs, Oakley shades Shawty got class, oh behave Let's get gone, walk it out Just like that, that's what I'm talkin' 'bout We gon' have fun, you gon' see On that Patron you should get like me I'mma buy you a drank Then I'mma take you home with me I got the money in the bank Shawty whachu think 'bout that I'll be in the grey Cadillac We in the bed like Ooh ooh ooh, (woah, ho oh) ooh ooh We in the bed like Ooh ooh ooh, (woah oh, woah oh, woah oh,) ooh ooh (woah) Won't cha meet me at the bar, respect big pimpin' Tell me how you feel, mama tell me what you sippin' A certified dime piece deserve Louis 1-3 150 a shot, 3 for you and 3 for me I'm checkin' yo body language, I love the conversation And when you lick your lips I get a tingling sensation Now we're both 'bout tipsy, ya say ya in the mood All I need is 'bout an hour, better yet maybe two Let me take you where I live, Ferrari switch gears When I whisper in a ear, ya legs hit the chandelier Passion fruit and sex all in the atmosphere I'mma let T-Pain sing it, so he can make it clear I'mma buy you a drank Then I'mma take you home with me I got the money in the bank Shawty whachu think 'bout that I'll be in the grey Cadillac We in the bed like Ooh ooh ooh, (woah, ho oh) ooh ooh We in the bed like Ooh ooh ooh, (woah oh, woah oh, woah oh,) ooh ooh (woah) Let's get gone, walk it out Now walk it out think 'bout it, oh snap Now rock, rock, rock, rock You can do it all by yo'self Let's get gone, walk it out Now walk it out think 'bout it, oh snap Now rock, rock, rock, rock You can do it all by yo'self I'mma buy you a drank Then I'mma take you home with me I got the money in the bank Shawty whachu think 'bout that I'll be in the grey Cadillac We in the bed like Ooh ooh ooh, (woah, ho oh) ooh ooh We in the bed like Ooh ooh ooh, (woah oh, woah oh, woah oh,) ooh ooh (woah)",2014
Biggest Joke Of All,Fatima,"Tell me why you had to come so late, I've been needing you I finally can hear the words we spoke for so long I wonder if it could be fate? Cause I want you But life is messing with us, and we're faded It's like the way you close your eyes, then you pull me closer again Somehow this don't feel real, I need to pinch myself Cause then I wait another year or two, 'till I see you again I want you for my own, to me you're royalty Why is life so hard sometimes? I feel like by whether I'm so torn or naked deep inside Hey and did you mean what you said last night? Or was it just one of those in the moment things you say when you've had too much to drink? And departure's waiting right around the corner Was it just one of those things you say when you've had too much to drink? Do you regret what you've said? Do you regret? Do you regret what you've said?",2014
